Y,x
-138.0,0.0023127505422107816
-137.7237237237237,0.003745143133258483
-137.44744744744744,0.00032102561078093284
-137.17117117117118,0.0048811237771074914
-136.8948948948949,0.00027462784559608073
-136.61861861861863,0.003782621676801377
-136.34234234234233,0.0022058294322813425
-136.06606606606607,0.0014482100487582788
-135.78978978978978,0.00432261027250542
-135.51351351351352,2.7339410372519973e-05
-135.23723723723725,0.004647646180933885
-134.96096096096096,0.0008322674316955175
-134.68468468468467,0.0028662871278356383
-134.4084084084084,0.0030936242873133564
-134.13213213213214,0.0006465244772161177
-133.85585585585585,0.004659248157855012
-133.5795795795796,8.265030927894752e-05
-133.3033033033033,0.004026154068764529
-133.02702702702703,0.0016979074778324021
-132.75075075075074,0.001792196576671656
-132.47447447447448,0.003919185461697446
-132.1981981981982,0.00010589319431405828
-131.92192192192192,0.0045763070687562775
-131.64564564564563,0.0005934041216780087
-131.36936936936937,0.003016612780258184
-131.0930930930931,0.002755518740313496
-130.8168168168168,0.0007673579149217217
-130.54054054054055,0.004434606853060677
-130.26426426426426,4.662293275301027e-05
-129.987987987988,0.003944408653506785
-129.71171171171173,0.0015527966095269044
-129.43543543543544,0.0017690648336854142
-129.15915915915917,0.003742475791177489
-128.88288288288288,9.863769051887709e-05
-128.6066066066066,0.004372424601163275
-128.33033033033033,0.0006150861718001756
-128.05405405405406,0.0027883185884828676
-127.77777777777779,0.0027579158711586913
-127.50150150150151,0.0006171906845170228
-127.22522522522522,0.0042807725787044875
-126.94894894894894,9.933222251386961e-05
-126.67267267267266,0.003579452355207609
-126.3963963963964,0.0017460976064634487
-126.12012012012012,0.001386589967830157
-125.84384384384384,0.0037827699675667048
-125.56756756756756,1.6616519295743954e-05
-125.29129129129129,0.004017687090205033
-125.01501501501502,0.0009048732965630023
-124.73873873873875,0.0021919642450266533
-124.46246246246247,0.003052506731406529
-124.18618618618618,0.0002758821384322116
-123.9099099099099,0.004092498070008135
-123.63363363363365,0.00033587158353975825
-123.35735735735736,0.0028734388253425173
-123.08108108108108,0.002261126885968592
-122.8048048048048,0.0007404322376247057
-122.52852852852853,0.0038718588868296017
-122.25225225225226,5.239502236578384e-05
-121.97597597597598,0.00334558033774485
-121.6996996996997,0.0015374400031613609
-121.42342342342343,0.0012754860827544564
-121.14714714714714,0.003459331582618069
-120.87087087087086,7.226963947460456e-06
-120.59459459459461,0.0035903680212615563
-120.31831831831832,0.0009543453695588812
-120.04204204204204,0.0017769477328490834
-119.76576576576576,0.002958934034541267
-119.48948948948949,0.00012451123427999482
-119.21321321321321,0.0036364656180835828
-118.93693693693695,0.000534159332838676
-118.66066066066067,0.0021813682327673986
-118.38438438438439,0.0024539766876449827
-118.1081081081081,0.00032554000719416364
-117.83183183183182,0.00353598431697234
-117.55555555555557,0.00026351313838729923
-117.27927927927928,0.002462468310813805
-117.003003003003,0.001999358733252117
-116.72672672672672,0.0005445209946751144
-116.45045045045045,0.003345624817214527
-116.17417417417418,0.00011003013920602284
-115.8978978978979,0.002620863856040676
-115.62162162162163,0.0016233650021351014
-115.34534534534535,0.0007349120807821309
-115.06906906906906,0.008122573034574395
-114.79279279279278,0.0025140205018553802
-114.51651651651653,0.012135407892771106
-114.24024024024024,3.145388383643837e-05
-113.96396396396396,0.01025361936417474
-113.68768768768768,0.0028925892521880813
-113.41141141141141,0.004740028433172007
-113.13513513513513,0.006814125752843792
-112.85885885885887,0.0006013056118390938
-112.58258258258259,0.007568077179772117
-112.30630630630631,0.00032709623548334547
-112.03003003003002,0.004902312587151796
-111.75375375375374,0.0022898487820852244
-111.47747747747749,0.0016394361857754302
-111.2012012012012,0.0035414887029172164
-110.92492492492492,9.066845483342305e-05
-110.64864864864865,0.0029840023187002124
-110.37237237237237,0.00018968999956240682
-110.0960960960961,0.0015966778040220218
-109.81981981981983,0.0006416996118140609
-109.54354354354355,0.0005741124351694187
-109.26726726726727,0.0007225868705293576
-108.99099099099098,0.00016695956107945153
-108.71471471471473,0.0005827463919162977
-108.43843843843845,7.046087676478512e-05
-108.16216216216216,0.0005452610932524948
-107.88588588588588,4.9306135822357815e-05
-107.6096096096096,0.0007683908290433105
-107.33333333333334,7.9989656250667e-06
-107.05705705705705,0.0012567102532683794
-106.78078078078079,8.215842678791817e-05
-106.50450450450451,0.0016298789594658913
-106.22822822822823,0.0008436801826402573
-105.95195195195194,0.0012270614981755824
-105.67567567567566,0.0026710929419587275
-105.39939939939941,0.00022208575097942357
-105.12312312312312,0.004529871207718518
-104.84684684684684,0.0003322003925010816
-104.57057057057057,0.00436852120677741
-104.29429429429429,0.003084103981053005
-104.01801801801803,0.00184812143350664
-103.74174174174175,0.007017458402290849
-103.46546546546547,1.2783351742271567e-06
-103.1891891891892,0.008174373385807836
-102.9129129129129,0.002300205554448897
-102.63663663663665,0.004801183977960848
-102.36036036036037,0.0077402190293025626
-102.08408408408408,0.0005820887034987737
-101.8078078078078,0.01081492455132438
-101.53153153153153,0.0010136561312988263
-101.25525525525526,0.007860503309856739
-100.97897897897897,0.006451303702961527
-100.70270270270271,0.0020874546172119255
-100.42642642642643,0.011006671475603537
-100.15015015015015,0.0001228745470171016
-99.87387387387386,0.009513322265549042
-99.5975975975976,0.003955837601391569
-99.32132132132134,0.0037919061283673244
-99.04504504504504,0.008706703280576503
-98.76876876876877,0.00010588317201551411
-98.49249249249249,0.008911465767826539
-98.21621621621622,0.0015084064818730052
-97.93993993993993,0.004777975593617046
-97.66366366366367,0.005057036986093828
-97.38738738738739,0.0008400087770092776
-97.11111111111111,0.006377387074492399
-96.83483483483482,0.00013548148724971636
-96.55855855855856,0.004565687870061358
-96.2822822822823,0.0017288057319130284
-96.006006006006,0.0018383529184753428
-95.72972972972973,0.003182393683805707
-95.45345345345345,0.0002356735511742917
-95.17717717717719,0.003367219066588099
-94.90090090090091,7.75427505473677e-05
-94.62462462462463,0.002612330628596348
-94.34834834834835,0.000782529826010982
-94.07207207207207,0.0015339902182056689
-93.7957957957958,0.0018488527815760658
-93.51951951951952,0.0005168151512971254
-93.24324324324326,0.002889906250172474
-92.96696696696696,7.234686021927776e-07
-92.69069069069069,0.0032731489350064273
-92.41441441441441,0.0006532510381977146
-92.13813813813815,0.0023691094767092752
-91.86186186186187,0.0026209926149533777
-91.58558558558559,0.000659291513373634
-91.30930930930931,0.004515097622504081
-91.03303303303304,6.931815894671663e-05
-90.75675675675676,0.004273459036838769
-90.48048048048048,0.001888890948781609
-90.20420420420422,0.0018862961767005823
-89.92792792792793,0.004521893341436329
-89.65165165165165,5.6738928906945095e-05
-89.37537537537537,0.005008804663371874
-89.0990990990991,0.0008977629060687852
-88.82282282282283,0.0028528778559724455
-88.54654654654655,0.003194869785882924
-88.27027027027027,0.000519218897313436
-87.993993993994,0.004283749901091903
-87.71771771771772,9.973514282951771e-05
-87.44144144144144,0.00334782057976727
-87.16516516516518,0.0013230308269059088
-86.88888888888889,0.0015657445586513602
-86.61261261261261,0.0028472101373409617
-86.33633633633634,0.0002495251111274781
-86.06006006006007,0.003760186953637582
-85.78378378378378,0.00013318063385762537
-85.50750750750751,0.003523866696092336
-85.23123123123123,0.0017099877111132792
-84.95495495495496,0.001877591487942382
-84.67867867867868,0.004642363958747985
-84.4024024024024,9.604775055217626e-05
-84.12612612612614,0.006396372115154102
-83.84984984984985,0.00132397459534096
-83.57357357357357,0.004130047136595984
-83.2972972972973,0.006138051727029324
-83.02102102102103,0.0003550088882574782
-82.74474474474474,0.008741157267821126
-82.46846846846847,0.001629161337698653
-82.1921921921922,0.004694781630976174
-81.91591591591592,0.007103025942308722
-81.63963963963964,0.00015307918124822701
-81.36336336336336,0.007821398614507254
-81.0870870870871,0.0020394942691984177
-80.8108108108108,0.0026709214400205054
-80.53453453453453,0.005216362446617497
-80.25825825825827,1.5683643094815686e-07
-79.98198198198199,0.00343233409838234
-79.7057057057057,0.0011321742764137089
-79.42942942942943,0.0005852445752503098
-79.15315315315316,0.0010853085375408095
-78.87687687687688,4.46749016323308e-06
-78.6006006006006,0.0002294732179723856
-78.32432432432432,6.030214334477719e-05
-78.04804804804806,0.00016016447434837795
-77.77177177177177,0.0004988732583555142
-77.49549549549549,0.0015139781428255604
-77.21921921921923,0.0001005924200454598
-76.94294294294295,0.004684863109737527
-76.66666666666667,0.001774150966587958
-76.3903903903904,0.003173348779051616
-76.11411411411412,0.010009656218513706
-75.83783783783784,0.0002085171909914958
-75.56156156156156,0.011044939045184185
-75.28528528528528,0.010566311972082404
-75.00900900900902,0.0009652791844951587
-74.73273273273273,0.018225725881908048
-74.45645645645645,0.006056930179202219
-74.18018018018019,0.005290625642780637
-73.90390390390391,0.01824569358747506
-73.62762762762763,0.001622763007737495
-73.35135135135135,0.008328648371211911
-73.07507507507508,0.011917472601984544
-72.7987987987988,0.00012317089502817866
-72.52252252252252,0.006168650431769821
-72.24624624624624,0.005309351338029135
-71.96996996996998,4.548719286947216e-05
-71.69369369369369,0.00162877119501085
-71.41741741741741,0.002031555087374752
-71.14114114114115,0.0010204456973363035
-70.86486486486487,5.873295968185034e-05
-70.58858858858859,0.0015003790394753998
-70.31231231231232,0.0061410666761959574
-70.03603603603604,0.0023221219022929924
-69.75975975975976,0.0030337100427475865
-69.48348348348348,0.016683627223271543
-69.2072072072072,0.004921638221774474
-68.93093093093094,0.006984693285674873
-68.65465465465465,0.027761708718829842
-68.37837837837839,0.005327165134491699
-68.10210210210211,0.011448690407382875
-67.82582582582583,0.03205760606116173
-67.54954954954955,0.004295226707951977
-67.27327327327328,0.011858734442133374
-66.996996996997,0.026949762162500696
-66.72072072072072,0.003689418704801643
-66.44444444444444,0.006421184100291046
-66.16816816816817,0.01637811307821799
-65.8918918918919,0.004721179651924805
-65.61561561561561,0.0004896472775053946
-65.33933933933935,0.006480587734851445
-65.06306306306307,0.008344792142949711
-64.78678678678679,0.0028941302753760834
-64.51051051051051,0.0009515391252198762
-64.23423423423424,0.014550414862362963
-63.95795795795796,0.01691171061361653
-63.68168168168169,0.00025032226948362013
-63.4054054054054,0.019919942885262124
-63.12912912912914,0.035161450751856664
-62.852852852852855,0.003372020129544956
-62.57657657657658,0.01851499577231344
-62.30030030030031,0.04410446643402183
-62.02402402402403,0.009050407724567664
-61.747747747747745,0.008944686747696344
-61.471471471471475,0.0352293424102774
-61.1951951951952,0.015136872324593086
-60.91891891891892,0.0003331425637065217
-60.64264264264265,0.014357266076297122
-60.366366366366364,0.0176072456193969
-60.0900900900901,0.005740212898352127
-59.813813813813816,0.0002940550299795051
-59.53753753753754,0.01266719409253451
-59.26126126126127,0.02471401594342883
-58.98498498498499,0.009344425572950182
-58.708708708708706,0.0031445403291201638
-58.432432432432435,0.036826078661355004
-58.15615615615616,0.034969774254861925
-57.87987987987988,0.0008147079553980728
-57.60360360360361,0.024611642476050823
-57.327327327327325,0.04699686865470499
-57.05105105105106,0.012754103912457357
-56.77477477477478,0.0032034862120212102
-56.4984984984985,0.02651031766616218
-56.22222222222223,0.02396896959996659
-55.94594594594595,0.004773670112204764
-55.669669669669666,0.0012331286084263096
-55.393393393393396,0.014298501288912548
-55.11711711711712,0.024322475780090197
-54.84084084084085,0.012879494560358992
-54.56456456456457,9.164043420097912e-05
-54.288288288288285,0.02225821242644482
-54.01201201201202,0.04133951798363865
-53.73573573573574,0.0143218689121002
-53.45945945945946,0.002153269324975813
-53.18318318318319,0.030297146767669435
-52.90690690690691,0.032701775609831736
-52.63063063063063,0.006922986711043463
-52.354354354354356,0.0014660197836903052
-52.07807807807808,0.013658524668687645
-51.80180180180181,0.018485213748447686
-51.52552552552553,0.01127801952767456
-51.249249249249246,0.0013104888292241126
-50.97297297297298,0.003615642321102891
-50.6966966966967,0.02019506948682353
-50.42042042042042,0.024040135624391397
-50.14414414414415,0.006166311399603526
-49.86786786786787,0.00190542617503573
-49.5915915915916,0.017701867623434345
-49.31531531531532,0.019682190612399186
-49.03903903903904,0.006198743731027549
-48.76276276276277,5.250994175444696e-07
-48.48648648648649,0.003408690310217871
-48.21021021021021,0.007397045345564388
-47.93393393393394,0.007966538843425873
-47.65765765765766,0.004532887657603139
-47.38138138138138,0.0003300714090139486
-47.10510510510511,0.001867812166973428
-46.82882882882883,0.007211453408036746
-46.55255255255256,0.006889395894936156
-46.27627627627628,0.001913108992891345
-46.0,7.21664779129155e-06
-45.72372372372373,0.0008880724434675231
-45.44744744744745,0.0011488938698493698
-45.17117117117117,0.0007821697763396954
-44.894894894894904,0.0005430796866688917
-44.61861861861862,0.00043601713172823127
-44.34234234234234,0.0003035296390708884
-44.06606606606607,0.00016504702998840424
-43.78978978978979,7.548955977331334e-05
-43.51351351351352,6.642544757023562e-06
-43.23723723723724,0.00011682268488265998
-42.96096096096096,0.001053822452312134
-42.68468468468469,0.003055439283747239
-42.40840840840841,0.004732580157113116
-42.13213213213213,0.004359824793739624
-41.855855855855864,0.001977186684388161
-41.57957957957958,1.2015767246069057e-05
-41.30330330330331,0.002897143660902469
-41.02702702702703,0.013009869508850927
-40.750750750750754,0.023548745956842643
-40.47447447447448,0.02268205124018018
-40.1981981981982,0.010539572609518344
-39.92192192192192,0.0007465929796980809
-39.64564564564565,0.0028026052836369673
-39.36936936936937,0.0161262376311043
-39.09309309309309,0.03714494039494829
-38.816816816816825,0.05778350356406829
-38.54054054054054,0.06014102961660509
-38.26426426426427,0.0341277047123545
-37.98798798798799,0.004165344392336467
-37.711711711711715,0.005926002098957038
-37.435435435435444,0.03816923937737044
-37.15915915915916,0.07397013543019974
-36.88288288288288,0.10046997026865721
-36.60660660660661,0.11625924887143048
-36.330330330330334,0.10850136237572104
-36.05405405405405,0.06367912955521543
-35.777777777777786,0.01039453993167014
-35.5015015015015,0.007244359321856186
-35.22522522522522,0.06218742774845536
-34.94894894894894,0.12626336061124402
-34.67267267267268,0.1715051934268139
-34.396396396396405,0.20888929682702073
-34.12012012012012,0.23903525660233846
-33.84384384384384,0.2248969221229176
-33.567567567567565,0.13984394809567274
-33.2912912912913,0.037707962779136
-33.015015015015024,6.416960369421962e-05
-32.738738738738746,0.02952487559745469
-32.46246246246246,0.0812847088478354
-32.186186186186184,0.14898769164396217
-31.909909909909903,0.26113784184449407
-31.633633633633643,0.41569550667740673
-31.357357357357365,0.5274681956410352
-31.081081081081084,0.5016107040123878
-30.804804804804803,0.3685375305747938
-30.528528528528522,0.2400797862516661
-30.252252252252266,0.16796948030734768
-29.975975975975985,0.12550435516855213
-29.699699699699703,0.0688592102949214
-29.423423423423422,0.00875350541251179
-29.147147147147145,0.015101291155332862
-28.870870870870885,0.09540099625633279
-28.594594594594604,0.1687442327269704
-28.318318318318326,0.20323643595561033
-28.042042042042045,0.2535617275685763
-27.765765765765764,0.384029043797776
-27.489489489489483,0.5971981628858057
-27.213213213213226,0.7792698533558207
-26.936936936936945,0.8002820546030687
-26.660660660660664,0.6963377869626785
-26.384384384384383,0.6202674199404249
-26.108108108108105,0.6682218781917083
-25.831831831831845,0.8190902954950648
-25.555555555555564,0.934717768180955
-25.279279279279287,0.8755210296006805
-25.003003003003005,0.684988764016571
-24.726726726726724,0.5326559372755374
-24.450450450450443,0.5194803897768102
-24.174174174174187,0.6351928857372215
-23.897897897897906,0.7670444054166031
-23.621621621621625,0.7599205379902101
-23.345345345345343,0.6030492268467001
-23.069069069069066,0.44731928736392534
-22.792792792792806,0.4140654217025265
-22.516516516516525,0.5267258761544468
-22.240240240240247,0.7177407192243492
-21.963963963963966,0.8205144479925643
-21.687687687687685,0.7339046989226478
-21.411411411411404,0.5656087563970205
-21.135135135135148,0.4841878388130489
-20.858858858858866,0.5654967966212022
-20.582582582582585,0.7877533861990892
-20.306306306306304,0.9982265912240306
-20.030030030030026,0.9999999999999982
-19.753753753753767,0.7976076740457572
-19.477477477477485,0.5890110924877038
-19.201201201201208,0.5217942465270753
-18.924924924924927,0.6124745244542082
-18.648648648648646,0.7680844195707331
