time,temp,etotal,v_amp
0.0,0.0,-530998.693,-5.25324773e-07
0.1,2.89021701e-10,-530998.693,6.35216624e-06
0.2,2.16156862e-09,-530998.693,-1.86811465e-05
0.3,1.17783306e-08,-530998.693,3.26487624e-05
0.4,4.07302404e-08,-530998.693,-3.05317664e-05
0.5,9.76785028e-08,-530998.693,-1.29154194e-05
0.6,2.20766017e-07,-530998.693,0.000106181927
0.7,5.73907986e-07,-530998.693,-0.000212314861
0.8,1.33763962e-06,-530998.693,0.00025228516
0.9,2.35386734e-06,-530998.692,-0.000160407633
1.0,3.33631692e-06,-530998.692,-4.61349155e-05
1.1,4.47875699e-06,-530998.692,0.000258279623
1.2,6.04852767e-06,-530998.692,-0.00037061698
1.3,7.82257754e-06,-530998.692,0.000341391247
1.4,9.19807843e-06,-530998.692,-0.000181765661
1.5,9.93791535e-06,-530998.692,-4.7288229e-05
1.6,1.10589719e-05,-530998.692,0.000258279623
1.7,1.38062132e-05,-530998.692,-0.00037061698
1.8,1.66040238e-05,-530998.692,0.000341391247
1.9,1.62705179e-05,-530998.692,-0.000181765661
2.0,1.42610964e-05,-530998.692,-4.7288229e-05
2.1,1.6170272e-05,-530998.692,0.000258279623
2.2,2.27420039e-05,-530998.692,-0.00037061698
2.3,2.69844775e-05,-530998.692,0.000341391247
2.4,2.41266351e-05,-530998.692,-0.000181765661
2.5,1.99278083e-05,-530998.692,-4.7288229e-05
2.6,2.27616053e-05,-530998.691,0.000258279623
2.7,3.09135061e-05,-530998.691,-0.00037061698
2.8,3.60490609e-05,-530998.691,0.000341391247
2.9,3.56957333e-05,-530998.691,-0.000181765661
3.0,3.33769705e-05,-530998.691,-4.7288229e-05
3.1,3.21613816e-05,-530998.691,0.000258279623
3.2,3.46507652e-05,-530998.691,-0.00037061698
3.3,4.20711477e-05,-530998.691,0.000341391247
3.4,4.99956163e-05,-530998.691,-0.000181765661
3.5,5.04515615e-05,-530998.691,-4.7288229e-05
3.6,4.22388883e-05,-530998.691,0.000258279623
3.7,3.6214217e-05,-530998.691,-0.00037061698
3.8,4.49995685e-05,-530998.69,0.000341391247
3.9,6.46040673e-05,-530998.69,-0.000181765661
4.0,7.23334356e-05,-530998.69,-4.7288229e-05
4.1,5.52502359e-05,-530998.69,0.000258279623
4.2,3.5026862e-05,-530998.69,-0.00037061698
4.3,4.43678248e-05,-530998.69,0.000341391247
4.4,7.88624289e-05,-530998.69,-0.000181765661
4.5,9.51293175e-05,-530998.69,-4.7288229e-05
4.6,6.85327157e-05,-530998.69,0.000258279623
4.7,3.33348529e-05,-530998.69,-0.00037061698
4.8,4.13515435e-05,-530998.69,0.000341391247
4.9,8.8143551e-05,-530998.69,-0.000181765661
5.0,0.000112379466,-530998.69,-4.7288229e-05
5.1,7.86976337e-05,-530998.69,0.000258279623
5.2,3.09502136e-05,-530998.69,-0.00037061698
5.3,3.61811424e-05,-530998.69,0.000341391247
5.4,9.16381493e-05,-530998.69,-0.000181765661
5.5,0.000123660967,-530998.69,-4.7288229e-05
5.6,8.65490235e-05,-530998.69,0.000258279623
5.7,2.9246945e-05,-530998.69,-0.00037061698
5.8,3.19306632e-05,-530998.689,0.000341391247
5.9,9.43021513e-05,-530998.689,-0.000181765661
6.0,0.000132398871,-530998.689,-4.7288229e-05
