time,temp,etotal,v_amp
0.0,0.0,-516295.066,-5.25324773e-07
0.1,2.97028456e-10,-516295.066,6.35216624e-06
0.2,2.22142613e-09,-516295.066,-1.86811465e-05
0.3,1.21044393e-08,-516295.066,3.26487624e-05
0.4,4.1858029e-08,-516295.066,-3.05317664e-05
0.5,1.00383192e-07,-516295.066,-1.29154194e-05
0.6,2.26879479e-07,-516295.066,0.000106181927
0.7,5.89799207e-07,-516295.066,-0.000212314861
0.8,1.37467883e-06,-516295.066,0.00025228516
0.9,2.4190005e-06,-516295.066,-0.000160407633
1.0,3.42831277e-06,-516295.066,-4.61349155e-05
1.1,4.60222538e-06,-516295.066,0.000258279623
1.2,6.22589729e-06,-516295.066,-0.00037061698
1.3,8.07775811e-06,-516295.066,0.000341391247
1.4,9.43981966e-06,-516295.066,-0.000181765661
1.5,9.94012219e-06,-516295.066,-4.7288229e-05
1.6,1.10489741e-05,-516295.066,0.000258279623
1.7,1.47394309e-05,-516295.066,-0.00037061698
1.8,1.84274392e-05,-516295.066,0.000341391247
1.9,1.68017107e-05,-516295.066,-0.000181765661
2.0,1.24191514e-05,-516295.066,-4.7288229e-05
2.1,1.48759109e-05,-516295.066,0.000258279623
2.2,2.53283739e-05,-516295.065,-0.00037061698
2.3,3.16013736e-05,-516295.065,0.000341391247
2.4,2.54721961e-05,-516295.065,-0.000181765661
2.5,1.70981537e-05,-516295.065,-4.7288229e-05
2.6,2.14024738e-05,-516295.065,0.000258279623
2.7,3.54526114e-05,-516295.065,-0.00037061698
2.8,4.3226744e-05,-516295.065,0.000341391247
2.9,3.91486309e-05,-516295.065,-0.000181765661
3.0,3.25499858e-05,-516295.065,-4.7288229e-05
3.1,3.29613188e-05,-516295.065,0.000258279623
3.2,4.1322643e-05,-516295.065,-0.00037061698
3.3,5.14826268e-05,-516295.064,0.000341391247
3.4,5.61169072e-05,-516295.064,-0.000181765661
3.5,5.27301088e-05,-516295.064,-4.7288229e-05
3.6,4.57601245e-05,-516295.064,0.000258279623
3.7,4.38034391e-05,-516295.064,-0.00037061698
3.8,5.42997141e-05,-516295.064,0.000341391247
3.9,7.35675297e-05,-516295.064,-0.000181765661
4.0,8.14038749e-05,-516295.064,-4.7288229e-05
4.1,6.37339903e-05,-516295.064,0.000258279623
4.2,4.1382985e-05,-516295.064,-0.00037061698
4.3,5.08278928e-05,-516295.063,0.000341391247
4.4,9.06362176e-05,-516295.063,-0.000181765661
4.5,0.000112403604,-516295.063,-4.7288229e-05
4.6,8.31629182e-05,-516295.063,0.000258279623
4.7,3.83975939e-05,-516295.063,-0.00037061698
4.8,4.30113522e-05,-516295.063,0.000341391247
4.9,0.000100919647,-516295.063,-0.000181765661
5.0,0.000138817077,-516295.063,-4.7288229e-05
5.1,0.000101649747,-516295.063,0.000258279623
5.2,3.50506037e-05,-516295.063,-0.00037061698
5.3,3.18469983e-05,-516295.063,0.000341391247
5.4,0.000104579943,-516295.063,-0.000181765661
5.5,0.00015900444,-516295.063,-4.7288229e-05
5.6,0.000117808372,-516295.063,0.000258279623
5.7,3.30357851e-05,-516295.063,-0.00037061698
5.8,2.26034224e-05,-516295.063,0.000341391247
5.9,0.000107037094,-516295.063,-0.000181765661
6.0,0.000174591178,-516295.063,-4.7288229e-05
