time,temp,etotal,v_amp
0.0,0.0,-752744.318,-5.25324773e-07
0.1,2.95001571e-10,-752744.318,6.35216624e-06
0.2,2.20628437e-09,-752744.318,-1.86811465e-05
0.3,1.20220096e-08,-752744.318,3.26487624e-05
0.4,4.15730011e-08,-752744.318,-3.05317664e-05
0.5,9.96992923e-08,-752744.318,-1.29154194e-05
0.6,2.25332896e-07,-752744.318,0.000106181927
0.7,5.85780226e-07,-752744.318,-0.000212314861
0.8,1.36531525e-06,-752744.318,0.00025228516
0.9,2.40253487e-06,-752744.318,-0.000160407633
1.0,3.40504666e-06,-752744.317,-4.61349155e-05
1.1,4.57102606e-06,-752744.317,0.000258279623
1.2,6.18143124e-06,-752744.317,-0.00037061698
1.3,8.01400626e-06,-752744.317,0.000341391247
1.4,9.37596323e-06,-752744.317,-0.000181765661
1.5,9.92884099e-06,-752744.317,-4.7288229e-05
1.6,1.10499965e-05,-752744.317,0.000258279623
1.7,1.45418446e-05,-752744.317,-0.00037061698
1.8,1.80120625e-05,-752744.317,0.000341391247
1.9,1.66254923e-05,-752744.317,-0.000181765661
2.0,1.27626406e-05,-752744.317,-4.7288229e-05
2.1,1.51707274e-05,-752744.317,0.000258279623
2.2,2.4835027e-05,-752744.316,-0.00037061698
2.3,3.06109243e-05,-752744.316,0.000341391247
2.4,2.50687074e-05,-752744.316,-0.000181765661
2.5,1.75739174e-05,-752744.316,-4.7288229e-05
2.6,2.16924307e-05,-752744.316,0.000258279623
2.7,3.46027331e-05,-752744.316,-0.00037061698
2.8,4.17582607e-05,-752744.316,0.000341391247
2.9,3.82987324e-05,-752744.316,-0.000181765661
3.0,3.25622449e-05,-752744.315,-4.7288229e-05
3.1,3.28113665e-05,-752744.315,0.000258279623
3.2,4.01179761e-05,-752744.315,-0.00037061698
3.3,4.96247805e-05,-752744.315,0.000341391247
3.4,5.47034273e-05,-752744.315,-0.000181765661
3.5,5.20615419e-05,-752744.315,-4.7288229e-05
3.6,4.50805414e-05,-752744.315,0.000258279623
3.7,4.2525086e-05,-752744.314,-0.00037061698
3.8,5.25839428e-05,-752744.314,0.000341391247
3.9,7.16151587e-05,-752744.314,-0.000181765661
4.0,7.93235995e-05,-752744.314,-4.7288229e-05
4.1,6.20409043e-05,-752744.314,0.000258279623
4.2,4.0421014e-05,-752744.314,-0.00037061698
4.3,4.97726698e-05,-752744.314,0.000341391247
4.4,8.81660738e-05,-752744.313,-0.000181765661
4.5,0.000108681355,-752744.313,-4.7288229e-05
4.6,8.02348254e-05,-752744.313,0.000258279623
4.7,3.77467877e-05,-752744.313,-0.00037061698
4.8,4.30521486e-05,-752744.313,0.000341391247
4.9,9.83580867e-05,-752744.313,-0.000181765661
5.0,0.000133219096,-752744.313,-4.7288229e-05
5.1,9.69564433e-05,-752744.313,0.000258279623
5.2,3.46488421e-05,-752744.313,-0.00037061698
5.3,3.3313552e-05,-752744.313,0.000341391247
5.4,0.000102170329,-752744.313,-0.000181765661
5.5,0.000151632663,-752744.313,-4.7288229e-05
5.6,0.000111387682,-752744.313,0.000258279623
5.7,3.27372504e-05,-752744.313,-0.00037061698
5.8,2.52480136e-05,-752744.312,0.000341391247
5.9,0.000104873947,-752744.312,-0.000181765661
6.0,0.000165962675,-752744.312,-4.7288229e-05
