time,temp,etotal,v_amp
0.0,0.0,-470113.087,-5.25324773e-07
0.1,9.35235532e-11,-470113.087,6.35216624e-06
0.2,6.66181718e-10,-470113.087,-1.86811465e-05
0.3,3.71463443e-09,-470113.087,3.26487624e-05
0.4,1.32046756e-08,-470113.087,-3.05317664e-05
0.5,3.16134953e-08,-470113.087,-1.29154194e-05
0.6,6.88348985e-08,-470113.087,0.000106181927
0.7,1.76819081e-07,-470113.087,-0.000212314861
0.8,4.19507877e-07,-470113.087,0.00025228516
0.9,7.453511e-07,-470113.087,-0.000160407633
1.0,1.04410774e-06,-470113.087,-4.61349155e-05
1.1,1.38205822e-06,-470113.087,0.000257881351
1.2,1.85973961e-06,-470113.087,-0.000350588641
1.3,2.30437467e-06,-470113.087,0.000283241751
1.4,2.52536513e-06,-470113.087,-0.000122444339
1.5,2.61523264e-06,-470113.087,-2.39437146e-05
1.6,2.69936427e-06,-470113.087,9.09975817e-05
1.7,2.75004945e-06,-470113.087,-8.41115958e-05
1.8,2.75955604e-06,-470113.087,4.62022811e-05
1.9,2.77931564e-06,-470113.087,-1.35797876e-05
2.0,2.79918413e-06,-470113.087,-1.8054851e-06
2.1,2.78298711e-06,-470113.087,4.6653083e-06
2.2,2.75697743e-06,-470113.087,-2.931936e-06
2.3,2.76681965e-06,-470113.087,1.09498999e-06
2.4,2.79725134e-06,-470113.087,-2.18820408e-07
2.5,2.78759734e-06,-470113.087,-1.97804821e-08
2.6,2.70846218e-06,-470113.087,3.47513299e-08
2.7,2.66309469e-06,-470113.087,-1.48488795e-08
2.8,2.86206738e-06,-470113.087,3.77048712e-09
2.9,3.14561826e-06,-470113.087,-5.12298699e-10
3.0,2.9246815e-06,-470113.087,-3.14862122e-11
3.1,2.35652298e-06,-470113.087,3.76099791e-11
3.2,2.36522189e-06,-470113.087,-1.09263086e-11
3.3,2.87839596e-06,-470113.087,1.88636338e-12
3.4,3.05057112e-06,-470113.087,-1.74260624e-13
3.5,2.86500199e-06,-470113.087,-7.28189726e-15
3.6,2.74813393e-06,-470113.087,5.91391853e-15
3.7,2.73886679e-06,-470113.087,-1.16813712e-15
3.8,2.74542636e-06,-470113.087,1.371178e-16
3.9,2.75188686e-06,-470113.087,-8.61223479e-18
4.0,2.7651101e-06,-470113.087,-2.44686078e-19
4.1,2.79473537e-06,-470113.087,1.35110209e-19
4.2,2.8104195e-06,-470113.087,-1.8144908e-20
4.3,2.78233085e-06,-470113.087,1.44811449e-21
4.4,2.74086115e-06,-470113.087,-6.18405067e-23
4.5,2.73772498e-06,-470113.087,-1.19457811e-24
4.6,2.80075558e-06,-470113.087,4.48478447e-25
4.7,2.86788465e-06,-470113.087,-4.09502255e-26
4.8,2.80253559e-06,-470113.087,2.22204343e-27
4.9,2.6639069e-06,-470113.087,-6.45165002e-29
5.0,2.68970455e-06,-470113.087,-8.47345312e-31
5.1,2.83045675e-06,-470113.087,2.16289567e-31
5.2,2.84777495e-06,-470113.087,-1.34276004e-32
5.3,2.77541082e-06,-470113.087,4.95384906e-34
5.4,2.74704427e-06,-470113.087,-9.77933095e-36
5.5,2.75299881e-06,-470113.087,-8.73266683e-38
5.6,2.77463364e-06,-470113.087,1.51554958e-38
5.7,2.80892642e-06,-470113.087,-6.39706998e-40
5.8,2.80814241e-06,-470113.087,1.60462509e-41
5.9,2.76393571e-06,-470113.087,-2.15371419e-43
6.0,2.74185272e-06,-470113.087,-1.30759706e-45
