-0.0077266 4.925846e-11 
1.3500081 1.623256e-10 
-0.007446 6.888069e-10 
2.7074351 9.182309e-11 
2.7077216 3.494955e-10 
4.0651871 5.533556e-11 
5.4229024 1.498677e-10 
4.0654741 4.171191e-10 
5.4231838 2.894484e-10 
6.7806564 1.807811e-10 
8.138083 8.1045e-11 
9.4958367 7.247753e-11 
8.1383655 1.025499e-10 
9.4961092 1.185254e-10 
10.8535451 9.956e-11 
10.8538071 1.170665e-10 
13.56872 1.708707e-10 
12.2112879 2.673364e-10 
13.5689836 4.314875e-10 
14.9264616 4.490764e-10 
14.9267148 6.247148e-10 
16.2841559 7.489407e-10 
17.6418876 9.269583e-10 
16.2844054 5.91607e-10 
18.9993216 8.21608e-10 
18.9995783 8.266356e-10 
20.3570544 9.273573e-10 
21.7147468 7.737493e-10 
20.3573094 5.503272e-10 
21.7150077 2.746061e-10 
24.4299095 4.476314e-10 
23.0724822 4.560399e-10 
24.4301839 2.084416e-10 
25.7876499 1.916331e-10 
25.7879261 8.591326e-11 
27.1453559 6.046481e-11 
28.503104 3.134394e-11 
27.1456363 7.450573e-11 
29.8605225 2.433758e-11 
29.8608173 5.587388e-11 
31.2182764 6.661583e-11 
32.5759927 7.450176e-11 
31.2185644 7.20758e-11 
32.5762735 1.227704e-10 
33.9337436 5.055222e-11 
35.2911615 2.202203e-10 
36.6489157 6.87815e-11 
35.2914537 1.034204e-10 
36.649193 2.650882e-10 
38.0066265 4.869149e-11 
38.0068916 4.460848e-10 
40.7217916 2.333721e-11 
39.3643681 1.825991e-10 
40.722068 3.574045e-10 
42.0795352 7.197738e-11 
42.0798006 4.366015e-10 
43.4372365 1.986656e-10 
44.7949728 2.599067e-10 
43.4374957 3.675193e-10 
46.1523981 7.576787e-11 
46.1526715 2.171245e-10 
47.510138 1.167709e-10 
48.8678404 1.147185e-10 
47.5104086 1.374718e-10 
48.8681093 6.883797e-11 
50.2255827 1.158785e-10 
51.5830038 8.879784e-11 
52.940751 1.528514e-10 
51.5832879 1.148471e-10 
52.9410326 1.290005e-10 
54.2984602 2.069725e-10 
54.2987367 1.187657e-10 
57.0136285 2.541877e-10 
55.6562098 2.534541e-10 
57.0139176 2.429314e-10 
58.3713822 3.174575e-10 
58.3716633 1.996916e-10 
59.7290927 3.120613e-10 
61.0868424 2.765611e-10 
59.7293643 1.635297e-10 
62.444265 2.900432e-10 
62.4445461 2.350786e-10 
63.8020176 2.838351e-10 
65.1597233 2.446346e-10 
63.8022883 2.036438e-10 
65.1599848 2.378794e-10 
66.517469 2.090683e-10 
67.874899 2.943503e-10 
69.2326473 2.406602e-10 
67.8751684 2.259661e-10 
69.2329077 3.094702e-10 
70.5903488 1.967768e-10 
70.5906022 4.779402e-10 
73.3055294 4.000284e-10 
71.9480917 1.945431e-10 
73.3057891 3.001792e-10 
74.6632748 2.522569e-10 
74.6635272 5.277708e-10 
76.0209743 1.838456e-10 
77.3787158 2.133379e-10 
76.0212201 8.393193e-10 
78.7361614 5.43369e-10 
78.7364114 3.905279e-10 
80.0939052 3.007858e-10 
81.4516025 1.669955e-10 
80.0941484 7.166355e-10 
81.4518383 1.160758e-09 
82.8093425 1.901819e-10 
84.166797 7.252144e-10 
85.524539 3.721792e-10 
84.1670347 4.101271e-10 
85.5247698 8.232099e-10 
86.8822326 1.396048e-10 
86.8824556 1.399281e-09 
89.5974349 9.599914e-10 
88.2399703 1.327857e-10 
89.597658 3.848806e-10 
90.9551744 4.64672e-10 
90.9553905 8.868018e-10 
92.3128633 1.26679e-10 
93.670598 7.692231e-11 
92.3130718 1.572121e-09 
95.0280739 1.203774e-09 
95.0282808 3.483864e-10 
96.3858102 5.476512e-10 
97.7434939 1.191051e-10 
96.3860098 9.222377e-10 
97.7436863 1.683569e-09 
99.1012247 3.315762e-11 
100.4587127 1.360894e-09 
101.8164449 5.876799e-10 
100.4589021 3.22228e-10 
101.816627 9.36945e-10 
103.1741229 1.07138e-10 
103.174298 1.739867e-09 
105.8893494 1.371087e-09 
104.531849 1.631287e-11 
105.8895204 3.241546e-10 
107.2470767 5.685442e-10 
107.2472407 9.423964e-10 
-0.0078643 3.850381e-10 
1.3498651 3.682285e-11 
1.3501503 4.969555e-10 
-0.0075861 2.717868e-10 
2.7075779 9.673822e-11 
2.7078629 5.634336e-10 
5.4227577 6.419753e-11 
4.0653321 2.393459e-10 
5.4230452 2.633268e-10 
6.7805128 9.348174e-11 
6.7807948 2.083661e-10 
8.1382266 1.012864e-10 
9.4959762 1.144092e-10 
8.1384992 6.426409e-11 
10.8534054 6.617447e-11 
10.8536787 1.270118e-10 
12.2111539 1.447713e-10 
13.5688549 3.414595e-10 
12.2114154 3.07874e-10 
13.5691081 3.925686e-10 
14.9265909 6.397182e-10 
16.2840249 4.925204e-10 
17.6417604 8.28343e-10 
16.2842821 7.771278e-10 
17.6420111 7.453469e-10 
18.9994515 9.710515e-10 
18.9997039 5.131368e-10 
21.7146145 8.165055e-10 
20.3571829 8.380025e-10 
21.7148776 5.412173e-10 
23.0723491 6.171156e-10 
24.4300473 3.444765e-10 
23.0726139 2.49988e-10 
24.4303189 1.107806e-10 
25.7877892 1.272324e-10 
27.1452115 8.109253e-11 
28.5029594 7.749216e-12 
27.1454979 6.232351e-11 
28.5032443 6.17851e-11 
29.8606722 3.205358e-11 
29.860956 8.069312e-11 
32.5758407 1.685913e-10 
31.2184238 4.996144e-11 
32.5761374 6.404426e-11 
33.9335969 1.21745e-10 
33.9338816 1.215447e-10 
35.2913122 5.515739e-11 
