time,temp,etotal,v_amp
0.0,0.0,-467226.629,-5.25324773e-07
0.1,9.35170693e-11,-467226.629,6.35216624e-06
0.2,6.66113378e-10,-467226.629,-1.86811465e-05
0.3,3.71385108e-09,-467226.629,3.26487624e-05
0.4,1.32012591e-08,-467226.629,-3.05317664e-05
0.5,3.1607096e-08,-467226.629,-1.29154194e-05
0.6,6.88288453e-08,-467226.629,0.000106181927
0.7,1.76804891e-07,-467226.629,-0.000212314861
0.8,4.1943687e-07,-467226.629,0.00025228516
0.9,7.45186949e-07,-467226.629,-0.000160407633
1.0,1.0439259e-06,-467226.629,-4.61349155e-05
1.1,1.38195685e-06,-467226.629,0.000257881351
1.2,1.85961607e-06,-467226.629,-0.000350588641
1.3,2.3040536e-06,-467226.629,0.000283241751
1.4,2.52496964e-06,-467226.629,-0.000122444339
1.5,2.61496658e-06,-467226.629,-2.39437146e-05
1.6,2.69922403e-06,-467226.629,9.09975817e-05
1.7,2.74987585e-06,-467226.629,-8.41115958e-05
1.8,2.75952277e-06,-467226.629,4.62022811e-05
1.9,2.7793801e-06,-467226.629,-1.35797876e-05
2.0,2.79874133e-06,-467226.629,-1.8054851e-06
2.1,2.78191188e-06,-467226.629,4.6653083e-06
2.2,2.75631024e-06,-467226.629,-2.931936e-06
2.3,2.76720658e-06,-467226.629,1.09498999e-06
2.4,2.79731153e-06,-467226.629,-2.18820408e-07
2.5,2.78558591e-06,-467226.629,-1.97804821e-08
2.6,2.70811365e-06,-467226.629,3.47513299e-08
2.7,2.67590302e-06,-467226.629,-1.48488795e-08
2.8,2.88318781e-06,-467226.629,3.77048712e-09
2.9,3.12775389e-06,-467226.629,-5.12298699e-10
3.0,2.84288819e-06,-467226.629,-3.14862122e-11
3.1,2.29930355e-06,-467226.629,3.76099791e-11
3.2,2.43355321e-06,-467226.629,-1.09263086e-11
3.3,3.00972006e-06,-467226.629,1.88636338e-12
3.4,3.09887733e-06,-467226.629,-1.74260624e-13
3.5,2.80776515e-06,-467226.629,-7.28189726e-15
3.6,2.67806609e-06,-467226.629,5.91391853e-15
3.7,2.7133644e-06,-467226.629,-1.16813712e-15
3.8,2.75019481e-06,-467226.629,1.371178e-16
3.9,2.76804753e-06,-467226.629,-8.61223479e-18
4.0,2.78665593e-06,-467226.629,-2.44686078e-19
4.1,2.80618067e-06,-467226.629,1.35110209e-19
4.2,2.80410613e-06,-467226.629,-1.8144908e-20
4.3,2.76678142e-06,-467226.629,1.44811449e-21
4.4,2.7128506e-06,-467226.629,-6.18405067e-23
4.5,2.69946358e-06,-467226.629,-1.19457811e-24
4.6,2.82233975e-06,-467226.629,4.48478447e-25
4.7,3.02471409e-06,-467226.629,-4.09502255e-26
4.8,2.95519671e-06,-467226.629,2.22204343e-27
4.9,2.53745382e-06,-467226.629,-6.45165002e-29
5.0,2.3736418e-06,-467226.629,-8.47345312e-31
5.1,2.75343806e-06,-467226.629,2.16289567e-31
5.2,3.05982957e-06,-467226.629,-1.34276004e-32
5.3,2.90956089e-06,-467226.629,4.95384906e-34
5.4,2.69508804e-06,-467226.629,-9.77933095e-36
5.5,2.69124993e-06,-467226.629,-8.73266683e-38
5.6,2.75174722e-06,-467226.629,1.51554958e-38
5.7,2.7878011e-06,-467226.629,-6.39706998e-40
5.8,2.8229095e-06,-467226.629,1.60462509e-41
5.9,2.81803646e-06,-467226.629,-2.15371419e-43
6.0,2.76297642e-06,-467226.629,-1.30759706e-45
