time,temp,etotal,v_amp
0.0,0.0,-520047.736,-5.25324773e-07
0.1,2.92576801e-10,-520047.736,6.35216624e-06
0.2,2.17141668e-09,-520047.736,-1.86811465e-05
0.3,1.18750017e-08,-520047.736,3.26487624e-05
0.4,4.12607749e-08,-520047.736,-3.05317664e-05
0.5,9.89622549e-08,-520047.736,-1.29154194e-05
0.6,2.22369787e-07,-520047.736,0.000106181927
0.7,5.76512195e-07,-520047.736,-0.000212314861
0.8,1.34709606e-06,-520047.736,0.00025228516
0.9,2.37488176e-06,-520047.736,-0.000160407633
1.0,3.36091892e-06,-520047.736,-4.61349155e-05
1.1,4.50130678e-06,-520047.736,0.000257881351
1.2,6.03249469e-06,-520047.736,-0.000350588641
1.3,7.46437837e-06,-520047.736,0.000283241751
1.4,8.13385894e-06,-520047.736,-0.000122444339
1.5,8.04944799e-06,-520047.736,-2.39437146e-05
1.6,8.28294952e-06,-520047.736,9.09975817e-05
1.7,9.88836892e-06,-520047.736,-8.41115958e-05
1.8,1.10035223e-05,-520047.736,4.62022811e-05
1.9,8.89639106e-06,-520047.736,-1.35797876e-05
2.0,6.30821294e-06,-520047.736,-1.8054851e-06
2.1,7.51934233e-06,-520047.736,4.6653083e-06
2.2,1.01201815e-05,-520047.736,-2.931936e-06
2.3,1.01996499e-05,-520047.736,1.09498999e-06
2.4,9.04500352e-06,-520047.736,-2.18820408e-07
2.5,8.79119283e-06,-520047.736,-1.97804821e-08
2.6,8.68771415e-06,-520047.736,3.47513299e-08
2.7,7.91216582e-06,-520047.736,-1.48488795e-08
2.8,8.31258768e-06,-520047.736,3.77048712e-09
2.9,1.11473705e-05,-520047.736,-5.12298699e-10
3.0,1.219912e-05,-520047.736,-3.14862122e-11
3.1,8.24717398e-06,-520047.736,3.76099791e-11
3.2,5.15761532e-06,-520047.736,-1.09263086e-11
3.3,7.61144338e-06,-520047.736,1.88636338e-12
3.4,1.07502443e-05,-520047.736,-1.74260624e-13
3.5,1.07225309e-05,-520047.736,-7.28189726e-15
3.6,9.02604375e-06,-520047.736,5.91391853e-15
3.7,6.68293806e-06,-520047.736,-1.16813712e-15
3.8,6.1819927e-06,-520047.736,1.371178e-16
3.9,1.04139409e-05,-520047.736,-8.61223479e-18
4.0,1.39352296e-05,-520047.736,-2.44686078e-19
4.1,1.04448623e-05,-520047.736,1.35110209e-19
4.2,5.86514849e-06,-520047.736,-1.8144908e-20
4.3,6.88260229e-06,-520047.736,1.44811449e-21
4.4,9.61943672e-06,-520047.736,-6.18405067e-23
4.5,1.00594911e-05,-520047.736,-1.19457811e-24
4.6,9.33933783e-06,-520047.736,4.48478447e-25
4.7,8.42037677e-06,-520047.736,-4.09502255e-26
4.8,8.03007839e-06,-520047.736,2.22204343e-27
4.9,9.02051886e-06,-520047.736,-6.45165002e-29
5.0,9.87008923e-06,-520047.736,-8.47345312e-31
5.1,9.23606976e-06,-520047.736,2.16289567e-31
5.2,8.61991125e-06,-520047.736,-1.34276004e-32
5.3,8.88009478e-06,-520047.736,4.95384906e-34
5.4,8.98474753e-06,-520047.736,-9.77933095e-36
5.5,8.75481488e-06,-520047.736,-8.73266683e-38
5.6,9.0361529e-06,-520047.736,1.51554958e-38
5.7,9.92737435e-06,-520047.736,-6.39706998e-40
5.8,9.87935174e-06,-520047.736,1.60462509e-41
5.9,7.89617017e-06,-520047.736,-2.15371419e-43
6.0,6.7428955e-06,-520047.736,-1.30759706e-45
