time,temp,etotal,v_amp
0.0,0.0,-527628.702,-5.25324773e-07
0.1,2.8849526e-10,-527628.702,6.35216624e-06
0.2,2.14111603e-09,-527628.702,-1.86811465e-05
0.3,1.17090587e-08,-527628.702,3.26487624e-05
0.4,4.06837544e-08,-527628.702,-3.05317664e-05
0.5,9.75791398e-08,-527628.702,-1.29154194e-05
0.6,2.19268192e-07,-527628.702,0.000106181927
0.7,5.68473753e-07,-527628.702,-0.000212314861
0.8,1.32828462e-06,-527628.702,0.00025228516
0.9,2.34169901e-06,-527628.702,-0.000160407633
1.0,3.31412169e-06,-527628.702,-4.61349155e-05
1.1,4.43872489e-06,-527628.702,0.000257881351
1.2,5.94390164e-06,-527628.702,-0.000350588641
1.3,7.34347333e-06,-527628.702,0.000283241751
1.4,8.0302265e-06,-527628.702,-0.000122444339
1.5,8.06827878e-06,-527628.702,-2.39437146e-05
1.6,8.30267542e-06,-527628.702,9.09975817e-05
1.7,9.46268866e-06,-527628.702,-8.41115958e-05
1.8,1.02383692e-05,-527628.702,4.62022811e-05
1.9,8.79290564e-06,-527628.702,-1.35797876e-05
2.0,7.04773648e-06,-527628.702,-1.8054851e-06
2.1,7.88201814e-06,-527628.702,4.6653083e-06
2.2,9.61493965e-06,-527628.702,-2.931936e-06
2.3,9.63943878e-06,-527628.702,1.09498999e-06
2.4,8.89346854e-06,-527628.702,-2.18820408e-07
2.5,8.79327561e-06,-527628.702,-1.97804821e-08
2.6,8.63182113e-06,-527628.702,3.47513299e-08
2.7,7.79505555e-06,-527628.702,-1.48488795e-08
2.8,8.15799802e-06,-527628.702,3.77048712e-09
2.9,1.09681966e-05,-527628.702,-5.12298699e-10
3.0,1.20346583e-05,-527628.702,-3.14862122e-11
3.1,8.14623658e-06,-527628.702,3.76099791e-11
3.2,5.09310958e-06,-527628.702,-1.09263086e-11
3.3,7.4975125e-06,-527628.702,1.88636338e-12
3.4,1.0540198e-05,-527628.702,-1.74260624e-13
3.5,1.04679908e-05,-527628.702,-7.28189726e-15
3.6,9.02965919e-06,-527628.702,5.91391853e-15
3.7,7.20038492e-06,-527628.702,-1.16813712e-15
3.8,6.4174871e-06,-527628.702,1.371178e-16
3.9,9.23335259e-06,-527628.702,-8.61223479e-18
4.0,1.24013907e-05,-527628.702,-2.44686078e-19
4.1,1.06543825e-05,-527628.702,1.35110209e-19
4.2,7.12997174e-06,-527628.702,-1.8144908e-20
4.3,7.13219372e-06,-527628.702,1.44811449e-21
4.4,8.98812762e-06,-527628.702,-6.18405067e-23
4.5,9.73627632e-06,-527628.702,-1.19457811e-24
4.6,9.43106347e-06,-527628.702,4.48478447e-25
4.7,8.37944446e-06,-527628.702,-4.09502255e-26
4.8,7.538736e-06,-527628.702,2.22204343e-27
4.9,8.43139926e-06,-527628.702,-6.45165002e-29
5.0,9.86246303e-06,-527628.702,-8.47345312e-31
5.1,9.66821604e-06,-527628.702,2.16289567e-31
5.2,8.69905084e-06,-527628.702,-1.34276004e-32
5.3,8.53016144e-06,-527628.702,4.95384906e-34
5.4,8.72251992e-06,-527628.702,-9.77933095e-36
5.5,8.64782975e-06,-527628.702,-8.73266683e-38
5.6,8.78031619e-06,-527628.702,1.51554958e-38
5.7,9.54380831e-06,-527628.702,-6.39706998e-40
5.8,9.9084511e-06,-527628.702,1.60462509e-41
5.9,8.55538766e-06,-527628.702,-2.15371419e-43
6.0,7.06988098e-06,-527628.702,-1.30759706e-45
