time,temp,etotal,v_amp
0.0,0.0,-520027.163,-5.25324773e-07
0.1,2.92769898e-10,-520027.163,6.35216624e-06
0.2,2.17190206e-09,-520027.163,-1.86811465e-05
0.3,1.18836127e-08,-520027.163,3.26487624e-05
0.4,4.12577439e-08,-520027.163,-3.05317664e-05
0.5,1.01067529e-07,-520027.163,-1.29154194e-05
0.6,2.34498094e-07,-520027.163,0.000106181927
0.7,5.67376179e-07,-520027.163,-0.000212314861
0.8,1.20435388e-06,-520027.163,0.00025228516
0.9,2.16749514e-06,-520027.163,-0.000160407633
1.0,3.67194197e-06,-520027.163,-4.61349155e-05
1.1,5.39120609e-06,-520027.163,0.000257881351
1.2,5.72100109e-06,-520027.163,-0.000350588641
1.3,4.93157175e-06,-520027.163,0.000283241751
1.4,6.15160599e-06,-520027.163,-0.000122444339
1.5,9.01954847e-06,-520027.163,-2.39437146e-05
1.6,9.58597757e-06,-520027.163,9.09975817e-05
1.7,7.96116381e-06,-520027.163,-8.41115958e-05
1.8,7.21858781e-06,-520027.163,4.62022811e-05
1.9,7.66599975e-06,-520027.163,-1.35797876e-05
2.0,7.997907e-06,-520027.163,-1.8054851e-06
2.1,7.97136622e-06,-520027.163,4.6653083e-06
2.2,7.89994515e-06,-520027.163,-2.931936e-06
2.3,7.87834217e-06,-520027.163,1.09498999e-06
2.4,7.88342367e-06,-520027.163,-2.18820408e-07
2.5,7.89739903e-06,-520027.163,-1.97804821e-08
2.6,7.90358972e-06,-520027.163,3.47513299e-08
2.7,7.90232153e-06,-520027.163,-1.48488795e-08
2.8,7.89508061e-06,-520027.163,3.77048712e-09
2.9,7.86506053e-06,-520027.163,-5.12298699e-10
3.0,7.88259155e-06,-520027.163,-3.14862122e-11
3.1,8.15234018e-06,-520027.163,3.76099791e-11
3.2,8.40185372e-06,-520027.163,-1.09263086e-11
3.3,7.46776948e-06,-520027.163,1.88636338e-12
3.4,5.86499706e-06,-520027.163,-1.74260624e-13
3.5,7.2661652e-06,-520027.163,-7.28189726e-15
3.6,1.09829726e-05,-520027.163,5.91391853e-15
3.7,9.57261563e-06,-520027.163,-1.16813712e-15
3.8,4.42896617e-06,-520027.163,1.371178e-16
3.9,6.19831661e-06,-520027.163,-8.61223479e-18
4.0,1.17478431e-05,-520027.163,-2.44686078e-19
4.1,9.78741276e-06,-520027.163,1.35110209e-19
4.2,5.09735393e-06,-520027.163,-1.8144908e-20
4.3,6.63391423e-06,-520027.163,1.44811449e-21
4.4,9.59047963e-06,-520027.163,-6.18405067e-23
4.5,8.66960114e-06,-520027.163,-1.19457811e-24
4.6,7.13490202e-06,-520027.163,4.48478447e-25
4.7,7.3941029e-06,-520027.163,-4.09502255e-26
4.8,8.01159177e-06,-520027.163,2.22204343e-27
4.9,8.05998459e-06,-520027.163,-6.45165002e-29
5.0,7.87532284e-06,-520027.163,-8.47345312e-31
5.1,7.84138307e-06,-520027.163,2.16289567e-31
5.2,7.95317572e-06,-520027.163,-1.34276004e-32
5.3,7.94641734e-06,-520027.163,4.95384906e-34
5.4,7.8319444e-06,-520027.163,-9.77933095e-36
5.5,7.87492854e-06,-520027.163,-8.73266683e-38
5.6,7.98562864e-06,-520027.163,1.51554958e-38
5.7,7.91907059e-06,-520027.163,-6.39706998e-40
5.8,7.83348585e-06,-520027.163,1.60462509e-41
5.9,7.93319501e-06,-520027.163,-2.15371419e-43
6.0,8.00440852e-06,-520027.163,-1.30759706e-45
